absolute_return,annualized_volatility_secondary,asset,assignment_frequency,assignments,call_margin_usd,complete_cycles,costs,covered_calls_called,covered_calls_opened,csp_opened,daily_volatility,ending_eth,ending_underlying,ending_weighted_gross_basis,estimated_costs_usdc,eth_exposure_hours,eth_idle_hours,eth_idle_share,final_nav_usdc,idle_capital_share,initial_usdc,lot_floor_breach_opportunities,maximum_drawdown,minimum_premium_bps,missing_market_events,mm_hedge_cost_usdc,mm_hedge_pnl_usdc,mm_hedge_turnover_usdc,mm_hedged_pnl_usdc,mm_hedged_return_on_initial_vault_aum,mm_option_payoff_usdc,mm_premium_paid_usdc,mm_pricing_observation_class,mm_unhedged_pnl_usdc,modeled_premium_fraction,option_transfer_reconciliation_usdc,premium_gross_usdc,premium_modeled_usdc,premium_net_usdc,premium_observed_usdc,pricing_observation_class,protection_mode,realized_low_high_pnl_usdc,skipped_minimum_premium,strategy,target_delta,total_pnl_usdc,turnover_usdc,unrealized_eth_pnl_usdc,unrealized_underlying_pnl_usdc,utilization,vault_option_pnl_usdc,window_days,window_end,window_start
0.05177065917625767,0.20833770152043468,ETH,0.13333333333333333,2,50.0,2,base,2,12,15,0.010904893695325506,0,0,0.0,0.0,384.0,0.0,0.0,105177.06591762578,0.5013045253992783,100000.0,4,-0.06389166953538927,0,0,122.7600731750773,-4.895997660931727,245520.1463501546,-2157.338724649559,-0.02157338724649559,673.8858008519817,2703.5684546655316,modeled,-2029.68265381355,1.0,0.0,2703.568454665532,2703.568454665532,2703.568454665532,0.0,modeled,lot_gross,2473.497462960244,0,wheel,0.1,5177.065917625776,1113723.6438331734,0,0,0.5,2029.68265381355,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.05117541297791006,0.2104588184433389,ETH,0.13333333333333333,2,50.0,2,stressed,2,12,15,0.011015918029331407,0,0,0.0,0.0,384.0,0.0,0.0,105117.54129779102,0.5012777976459749,100000.0,4,-0.06476641391196114,0,0,244.0406510890681,-35.489704939947245,244040.6510890681,-2254.0287328621403,-0.022540287328621404,672.4442238939573,2646.942600727082,modeled,-1974.498376833125,1.0,0.0,2646.942600727083,2646.942600727083,2646.942600727083,0.0,modeled,lot_gross,2470.5986970639105,0,wheel,0.1,5117.541297791016,1113450.5876083046,0,0,0.5,1974.498376833125,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.0597486122261377,0.21728990118790856,ETH,0.13333333333333333,2,50.0,2,low,2,13,15,0.011373473241901504,0,0,0.0,0.0,384.0,0.0,0.0,105974.86122261376,0.5013804931734304,100000.0,5,-0.06451839695394812,0,0,54.81126793747578,-428.06537409995616,274056.33968737896,-2366.152156464031,-0.02366152156464031,915.104743226115,2798.380257652714,modeled,-1883.275514426599,1.0,0.0,2798.380257652714,2798.380257652714,2798.380257652714,0.0,modeled,lot_gross_plus_weighted_gross,3176.480964961025,0,wheel,0.1,5974.861222613763,1132970.898850797,0,0,0.5,1883.275514426599,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.059538106029517035,0.21736044984957834,ETH,0.13333333333333333,2,50.0,2,base,2,13,15,0.011377165927623972,0,0,0.0,0.0,384.0,0.0,0.0,105953.81060295171,0.5013704548295181,100000.0,5,-0.0645718409687156,0,0,136.9178754565464,-428.20321789660085,273835.7509130928,-2427.69256047154,-0.0242769256047154,915.0032867570628,2777.574753875456,modeled,-1862.571467118393,1.0,0.0,2777.5747538754563,2777.5747538754563,2777.5747538754563,0.0,modeled,lot_gross_plus_weighted_gross,3176.2358490762326,0,wheel,0.1,5953.810602951708,1132869.8735737368,0,0,0.5,1862.571467118393,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.05836124478390925,0.2182167813422402,ETH,0.13333333333333333,2,50.0,2,stressed,2,13,15,0.011421988366516634,0,0,0.0,0.0,384.0,0.0,0.0,105836.12447839094,0.5013542616200959,100000.0,5,-0.0653235715135938,0,0,274.2910670549828,-462.3328402601204,274291.0670549829,-2489.004632563539,-0.02489004632563539,990.5767601026736,2742.9574853511094,modeled,-1752.3807252484357,1.0,0.0,2742.95748535111,2742.95748535111,2742.95748535111,0.0,modeled,lot_gross_plus_weighted_gross,3093.1669930398234,0,wheel,0.1,5836.124478390935,1132003.945522498,0,0,0.5,1752.3807252484357,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.05930472128474129,0.2168646778753552,ETH,0.13333333333333333,2,50.0,2,low,2,13,15,0.011351216036478156,0,0,0.0,0.0,384.0,0.0,0.0,105930.47212847414,0.5013973440944227,100000.0,5,-0.06447361841387567,0,0,55.26040266623127,-452.11154995737263,276302.01333115634,-2346.2583729105836,-0.023462583729105837,993.1983452012673,2832.0847654882473,modeled,-1838.88642028698,1.0,0.0,2832.084765488247,2832.084765488247,2832.084765488247,0.0,modeled,lot_gross_plus_weighted_net,3098.3873629858726,0,wheel,0.1,5930.472128474139,1132404.2986373072,0,0,0.5,1838.88642028698,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.05909217999575156,0.216934890304185,ETH,0.13333333333333333,2,50.0,2,base,2,13,15,0.011354891122969423,0,0,0.0,0.0,384.0,0.0,0.0,105909.21799957515,0.5013872027639951,100000.0,5,-0.06452740785229039,0,0,138.03728553126018,-452.2471935812306,276074.5710625204,-2408.2633428543318,-0.024082633428543318,993.0853296588393,2811.0641934006803,modeled,-1817.978863741841,1.0,0.0,2811.0641934006803,2811.0641934006803,2811.0641934006803,0.0,modeled,lot_gross_plus_weighted_net,3098.153806174456,0,wheel,0.1,5909.21799957515,1132302.7266149395,0,0,0.5,1817.978863741841,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.0579126335509339,0.21779176486991936,ETH,0.13333333333333333,2,50.0,2,stressed,2,13,15,0.01139974198760587,0,0,0.0,0.0,384.0,0.0,0.0,105791.26335509338,0.50137075964704,100000.0,5,-0.06527995923852559,0,0,276.5065155756446,-486.2994361685538,276506.51557564456,-2470.3255536950746,-0.024703255536950745,1068.3977970996627,2775.9173990505387,modeled,-1707.519601950876,1.0,0.0,2775.9173990505396,2775.9173990505396,2775.9173990505396,0.0,modeled,lot_gross_plus_weighted_net,3015.3459560428346,0,wheel,0.1,5791.263355093382,1131437.4415085418,0,0,0.5,1707.519601950876,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.08300276675987894,0.24214628696180518,ETH,0.13333333333333333,2,100.0,2,low,2,18,15,0.012674515936220359,0,0,0.0,0.0,624.0,0.0,0.0,108300.2766759879,0.5023966940146254,100000.0,5,-0.07015913886540615,0,0,58.49228654037672,-1172.0309831622922,292461.4327018836,-2270.54572208729,-0.022705457220872898,2555.624882982609,3595.64733536723,modeled,-1040.022452384621,1.0,0.0,3595.6473353672304,3595.6473353672304,3595.6473353672304,0.0,modeled,lot_gross,4704.629340620675,0,wheel,0.1,8300.276675987901,1278452.2317088735,0,0,0.5,1040.022452384621,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.0827441215685567,0.24219094716625916,ETH,0.13333333333333333,2,100.0,2,base,2,18,15,0.012676853558160258,0,0,0.0,0.0,624.0,0.0,0.0,108274.41215685567,0.5023799757388973,100000.0,5,-0.07018005266712746,0,0,146.1133893521296,-1170.4875411495332,292226.77870425925,-2330.9863351211775,-0.023309863351211775,2555.5590513275793,3569.944455947094,modeled,-1014.3854046195147,1.0,0.0,3569.9444559470944,3569.9444559470944,3569.9444559470944,0.0,modeled,lot_gross,4704.467700908579,0,wheel,0.1,8274.412156855673,1278379.9799873203,0,0,0.5,1014.3854046195147,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.08197985753104753,0.24337173464113612,ETH,0.13333333333333333,2,100.0,2,stressed,2,18,15,0.012738658799344807,0,0,0.0,0.0,624.0,0.0,0.0,108197.98575310476,0.5023337273626959,100000.0,5,-0.07089431488478704,0,0,290.41220291084574,-1178.2416158592246,290412.20291084575,-2413.797822600324,-0.024137978226003238,2553.6398873293147,3498.783891159568,modeled,-945.1440038302535,1.0,0.0,3498.7838911595677,3498.7838911595677,3498.7838911595677,0.0,modeled,lot_gross,4699.2018619451865,0,wheel,0.1,8197.98575310476,1278154.8580182644,0,0,0.5,945.1440038302535,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.09583999206514515,0.253824589531493,ETH,0.13333333333333333,2,100.0,2,low,2,21,15,0.013285786230242496,0,0,0.0,0.0,624.0,0.0,0.0,109583.9992065145,0.5031089278122394,100000.0,8,-0.07034054961723257,0,0,69.67068072233602,-1079.739629881632,348353.4036116801,-3023.003470369029,-0.03023003470369029,2310.5506550037085,4184.1438147687695,modeled,-1873.593159765061,1.0,0.0,4184.1438147687695,4184.1438147687695,4184.1438147687695,0.0,modeled,lot_gross_plus_weighted_gross,5399.855391745734,0,wheel,0.1,9583.999206514505,1326459.957821709,0,0,0.5,1873.593159765061,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.09554512287158667,0.2538722527681484,ETH,0.13333333333333333,2,100.0,2,base,2,21,15,0.013288281038071849,0,0,0.0,0.0,624.0,0.0,0.0,109554.51228715866,0.5030878040149965,100000.0,8,-0.07035987515253694,0,0,174.02756164955082,-1078.0168924827612,348055.12329910166,-3096.415638268074,-0.03096415638268074,2310.505224264729,4154.876408400491,modeled,-1844.3711841357617,1.0,0.0,4154.876408400491,4154.876408400491,4154.876408400491,0.0,modeled,lot_gross_plus_weighted_gross,5399.635878758176,0,wheel,0.1,9554.512287158665,1326379.6640998777,0,0,0.5,1844.3711841357617,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.09416773440044546,0.25466610860823397,ETH,0.13333333333333333,2,100.0,2,stressed,2,21,15,0.013329833351850721,0,0,0.0,0.0,624.0,0.0,0.0,109416.77344004455,0.5030498807115372,100000.0,8,-0.071037482084225,0,0,348.2465823354713,-1108.3994240451657,348246.5823354713,-3171.909918832689,-0.03171909918832689,2386.3662841976393,4101.630196649691,modeled,-1715.263912452052,1.0,0.0,4101.63019664969,4101.63019664969,4101.63019664969,0.0,modeled,lot_gross_plus_weighted_gross,5315.143243394863,0,wheel,0.1,9416.773440044548,1325414.1724656203,0,0,0.5,1715.263912452052,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.09056045002461599,0.24522267734379724,ETH,0.13333333333333333,2,100.0,2,low,2,19,15,0.012835541568336469,0,0,0.0,0.0,624.0,0.0,0.0,109056.0450024616,0.5025707115937843,100000.0,6,-0.0703305721974763,0,0,60.94097541415375,-1127.6797635378555,304704.8770707687,-2738.259774424236,-0.02738259774424236,2183.797914257518,3733.436949729745,modeled,-1549.6390354722266,1.0,0.0,3733.436949729745,3733.436949729745,3733.436949729745,0.0,modeled,lot_gross_plus_weighted_net,5322.608052731837,0,wheel,0.1,9056.0450024616,1297602.2879270613,0,0,0.5,1549.6390354722266,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.09029370777300216,0.24526913193841435,ETH,0.13333333333333333,2,100.0,2,base,2,19,15,0.012837973112950152,0,0,0.0,0.0,624.0,0.0,0.0,109029.37077730022,0.5025529494409581,100000.0,6,-0.07034999690179922,0,0,152.22066755831597,-1126.0094810012552,304441.33511663193,-2801.4429208501274,-0.028014429208501272,2183.763034901457,3706.9758071920132,modeled,-1523.2127722905561,1.0,0.0,3706.9758071920137,3706.9758071920137,3706.9758071920137,0.0,modeled,lot_gross_plus_weighted_net,5322.39497010822,0,wheel,0.1,9029.370777300224,1297527.9317847916,0,0,0.5,1523.2127722905561,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.08898826255353987,0.24609748329805767,ETH,0.13333333333333333,2,100.0,2,stressed,2,19,15,0.012881331004744895,0,0,0.0,0.0,624.0,0.0,0.0,108898.82625535398,0.5025228528171246,100000.0,6,-0.07102782997402768,0,0,304.83527543771584,-1156.350706863882,304835.2754377158,-2861.8302494762365,-0.028618302494762365,2260.0314174656964,3660.675684640335,modeled,-1400.6442671746386,1.0,0.0,3660.675684640335,3660.675684640335,3660.675684640335,0.0,modeled,lot_gross_plus_weighted_net,5238.150570713653,0,wheel,0.1,8898.826255353983,1296662.1966625191,0,0,0.5,1400.6442671746386,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.09466668198095407,0.2915778992094215,ETH,0.13333333333333333,2,200.0,1,low,1,23,15,0.015261884774480938,29.356525917417823,29.356525917417823,1705.0,0.0,624.0,0.0,0.0,109466.66819809542,0.5011241191121834,100000.0,10,-0.07185068880274759,0,0,27.001673218062376,-428.4601696682686,135008.36609031187,-1000.5912472125276,-0.010005912472125277,818.1898453694664,1363.319249695663,modeled,-545.1294043261967,1.0,0.0,1363.3192496956633,1363.3192496956633,1363.3192496956633,0.0,modeled,lot_gross,3151.6466151902223,0,wheel,0.1,9466.668198095416,1342605.5702414021,4951.702333209515,4951.702333209515,0.5,545.1294043261967,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.09455473126331171,0.2916131377302732,ETH,0.13333333333333333,2,200.0,1,base,1,23,15,0.015263729242961984,29.3562725643764,29.3562725643764,1705.0,0.0,624.0,0.0,0.0,109455.47312633117,0.5011151394039539,100000.0,10,-0.07185574195848188,0,0,67.39226340580359,-427.17967800723693,134784.52681160718,-1028.7260563805407,-0.010287260563805408,818.1562743546885,1352.3103893221887,modeled,-534.1541149675002,1.0,0.0,1352.3103893221887,1352.3103893221887,1352.3103893221887,0.0,modeled,lot_gross,3151.503138040224,0,wheel,0.1,9455.47312633117,1342564.0812734417,4951.659598968758,4951.659598968758,0.5,534.1541149675002,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.0936283038758563,0.29325606562806705,ETH,0.13333333333333333,2,200.0,1,stressed,1,23,15,0.0153497240194416,29.355768910855105,29.355768910855105,1705.0,0.0,624.0,0.0,0.0,109362.83038758562,0.5010473330417239,100000.0,10,-0.0725043074771834,0,0,130.61840753187374,-429.49475430214386,130618.40753187375,-1013.8590061170096,-0.010138590061170096,815.8992108058311,1269.645055088823,modeled,-453.7458442829919,1.0,0.0,1269.6450550888228,1269.6450550888228,1269.6450550888228,0.0,modeled,lot_gross,3141.610687119765,0,wheel,0.1,9362.830387585622,1342354.5953920253,4951.574645377057,4951.574645377057,0.5,453.7458442829919,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.09571983271896811,0.2974526269396589,ETH,0.13333333333333333,2,200.0,0,low,0,23,15,0.015569382077751975,44.730411845175006,44.730411845175006,1680.9409321186681,0.0,624.0,0.0,0.0,109571.98327189681,0.5007855314994618,100000.0,10,-0.07185549439345384,0,0,20.644279366126575,-286.81907873492247,103221.3968306329,-957.9078362286374,-0.009579078362286374,300.47930398504207,950.9237821126303,modeled,-650.4444781275882,1.0,0.0,950.9237821126306,950.9237821126306,950.9237821126306,0.0,modeled,lot_gross_plus_weighted_gross,0.0,0,wheel,0.1,9571.98327189681,1320881.8889146212,8621.059489784162,8621.059489784162,0.5,650.4444781275882,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.09563542671548264,0.2974793790972211,ETH,0.13333333333333333,2,200.0,0,base,0,23,15,0.01557078234967687,44.729458603597,44.729458603597,1680.9415146898534,0.0,624.0,0.0,0.0,109563.54267154826,0.5007787904020408,100000.0,10,-0.07186047897185333,0,0,51.51596545893193,-286.05701455253245,103031.93091786388,-979.7966401960527,-0.009797966401960527,300.46930148605026,942.6929616706387,modeled,-642.2236601845884,1.0,0.0,942.692961670639,942.692961670639,942.692961670639,0.0,modeled,lot_gross_plus_weighted_gross,0.0,0,wheel,0.1,9563.54267154826,1320843.9225631403,8620.84970987762,8620.84970987762,0.5,642.2236601845884,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.09466345063101667,0.2981064614437729,ETH,0.13333333333333333,2,200.0,0,stressed,0,23,15,0.015603605339838792,44.680699091927124,44.680699091927124,1682.7057995507137,0.0,624.0,0.0,0.0,109466.34506310166,0.5007713856783386,100000.0,10,-0.07250786626532701,0,0,104.30399701301097,-318.72774066868703,104303.99701301099,-980.2922574807117,-0.009802922574807117,376.4618889605755,933.7224087595891,modeled,-557.2605197990137,1.0,0.0,933.7224087595894,933.7224087595894,933.7224087595894,0.0,modeled,lot_gross_plus_weighted_gross,0.0,0,wheel,0.1,9466.34506310166,1319923.8657080957,8532.622654342078,8532.622654342078,0.5,557.2605197990137,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
0.09599234300713477,0.2971427834267071,ETH,0.13333333333333333,2,200.0,0,low,0,23,15,0.015553164127058136,44.730411845175006,44.730411845175006,1680.9409321186681,0.0,624.0,0.0,0.0,109599.23430071348,0.5008079465313955,100000.0,10,-0.07185530294331477,0,0,21.041075002995306,-292.51609955220977,105205.37501497653,-991.2526814994696,-0.009912526814994696,300.47930398504207,978.1748109293067,modeled,-677.6955069442646,1.0,0.0,978.1748109293069,978.1748109293069,978.1748109293069,0.0,modeled,lot_gross_plus_weighted_net,0.0,0,wheel,0.1,9599.234300713477,1320135.6331029562,8621.059489784162,8621.059489784162,0.5,677.6955069442646,30,2026-07-15T08:00:00+00:00,2026-06-15T08:00:00+00:00
